,reviews
6257,Extraordinary fit.  I feel so regal.  Looks great as a bodysuit.  I got these with cups which I am grateful that was an option.  I’ve already ordered 2 more in other styles!  Thank you to the designer.
6258,Der schönste Badeanzug ever
6259,"Literally, the most flattering and comfortable swimsuit I've ever worn. I can't wait for the next opportunity to wear it out. This swimsuit incredibly well made."
6260,Great design!
6261,Bought for the bikini for a friend doing a last minute elopement due to COVID wedding cancellation. I needed the bikini made and delivered within 5 days. Reached out to the seller to see if this could be done. They responded promptly and were able to accommodate my request by making and shipping my order that same day. My friend loves it and is one happy bride to be!
6262,I love my swimsuit and it was a great price 💓
6263,Perfect & received quickly! Can't wait to show my fiance on our honeymoon.
6264,I love this pattern! I've made one so far and I'm working on a second. I love the different size and length options. The pattern was easy to follow and it came out as expected!
6265,I absolutely LOVED this pattern. I’m new to crocheting and found the pattern easy to follow. I can’t wait to lay poolside in this coverup.
6266,Turned out beautifully.   I used one color yarn.
6267,"Pattern was very easy to follow, I didn’t change colors my yarn striped by itself.  Love the way it came out!"
6268,Lovely pattern easy to follow
6269,Love the pattern looking forward to making
6270,Immediately available and easy to read!
6271,Ran a little big I thought
6272,"I loved this item! It fits so well, and great coverage!! Came right on time!"
6273,Fast shipping and great product
6274,Fast shipping and great product
6275,This item shipped on time and fits and looks as described. Thank you!
6276,Arrived the day before I left for the festival which did stress me out a bit but Oml when I got it and put it on 🤩🤩 fit me like a glove and complimented me so well. Love ittttt
6277,"My custom bodysuit is beautiful!! Its a little on the smaller side, however, its comfy and extremely well made. Seller was also great with communication and was kind enough to order a specific fabric for me. I will post a picture of it later. Will definitely be a returning customer. Thank you so so much!"
6278,I loved this !! Everyone compliments me all the time on this outfit. I wish you had this exact pattern in different colors I’d buy each one lol it’s my money maker
6279,I love this item so much! Super comfortable and I got so many compliments on it. Thank you so much!
6280,Love it its so cute !
6281,Absolutely love this swimsuit - completely flattering and different to all the ones I saw everyone else wearing on holiday. Shipping was incredibly fast too - will definitely be buying another before my next holiday :)
6282,Such a flattering one piece.  I have a very long torso so I often have a hard time finding one piece bathing suits that fit/look good on me.  Kerry is an absolute delight to deal with!
6283,Was a very beautiful swimsuit and looks very sturdy can't wait to wear it out. Fits true to size as well which is hard to come by at times. Will definitely get another in the future.
6284,"I loved the pattern of this, but It didnt fit me so I send it back. The seller was great about it and returned the money very quickly! Would definately recommend buying from her!"
6285,such pretty patterns!! would order again!
6286,The bottoms fit amazingly! My favorite thing about it is that I can roll it down so I can work on my tan ☺️
6287,I absolutely love my swimsuit! It fits be perfectly. She worked well with me and was very helpful. Would recommend buying a swimsuit. Well worth the money.
6288,Great communication. Seller worked with me to get it here in time for my cruise and I absolutely love this bathing suit! Thank you!
6289,Love it!  Great quality and fit.
6290,This is such a gorgeous suit and the quality is amazing!!! The fit is perfect!!  I'm totally in love!! Thank you!! 😍💖👏
6291,"AMAZING! I absolutely love, love, love everything about my bikini! The fit is perfect and the craftsmanship is beautiful. Definitely recommended and I can't wait to order my next one."
6292,I had a GREAT experience with this amazing artist! I gave her a date and she was able to come through with it and with the most BEAUTIFUL suit I've ever owned! The measuring instructions were detailed where she would know exactly how to make it. I also know she IS the artist and knows her stuff so I gave her some free range to do something different if she thought something else would look better on me. I will for sure be ordering again from her. Thank you
6293,"Shipping takes a long time, as told before purchase. The suit wasn't exactly what i was expecting unfortunately ( the color looked a little off ) Thought i was getting a nude/beige and it was a beigy olive with a little almost shimmer in it.  and the top fit weird. But the craftsmanship is pretty."
6294,Still a masterpiece to add to any swim suit!
6295,I love it! Fits perfectly. Took a little time to get here but since I assume she's making them to order it was still fairly fast.
6296,Thanks again!
6297,le rembourrage est très bien et discret
6298,So so beautiful!  Came from London and still made it in time for Christmas!  It was wrapped so pretty and she even included a free friendship bracelet.  The size was true to size and fit my daughter great.  It can stretch a bit which is great also.  It is definitely even more beautiful in person! My daughter loved it all!
6299,"Bought this bikini for my daughter and she absolutely loves it! Brilliant coloured crocheted cottons offset the white neoprene. Looks fab. The service from Freyja was 1st class, literally. The package arrived 1st class from the UK beautifully wrapped, to the point where I didn’t have to the-wrap it for my daughters birthday. Totally recommend!! Would definitely buy from Freyja again."
6300,"Amazing service and great quality! Considering it came from the UK, it got here faster then some orders here in the US I made WAY prior to ordering this. Absolutely loved the bathing suit and can’t wait to wear it :)"
6301,Freyja was super caring. She recommended me the size and it fits me perfectly. The delivery was fast and the package was lovely. I am really glad with the bikini.
6302,Great buying experience. When my shipping was taking longer than usual she sent me a message with options on my order. Seller is amazingly sweet and truly cares about he costumers. I would definitely buy from her again!
6303,LOVE this bathing suit! Great quality and fit. Would definitely recommend it!!
6304,My daughter is a USA size S on bottom and a size M on top..we went with size S and unfortunately it was veryyyy small. Freya allowed us to exchange it for another size. We chose to size up to a Large seeing how fitted this bikini is. Beautiful quality and Freya is SO NICE to work with.
6305,This vendor is fantastic!!!!  Love the bikini and she has a very old fashioned and personal way of communicating (suit arrived with a handwritten note!) which I absolutely love.
6306,Summer complete with my new bikini 🌞 Love it so much!!
6307,Best costumer service and great quality swim wear! i've ordered the same swim suit in a different color because i love it sooo much!!!!!
6308,It’s amazing and beautifully made! You won’t be disappointed.
6309,Absolutely love it!! Great quality and super cute.
6310,I love it ☀️ my favorite bathing suit
6311,Amazing! I had a great experience with this shop!
6312,super great fit and colours!
6313,Beautiful and fast shipping!
6314,Beautiful thank you!! ^__^ awesome lovely lady with the personal message and gifty stuff xx thank you and I'll be buying a second very soon!
6315,love them than you oxo
6316,"Wow! Beautiful bikini, high quality cotton and dye, no chemical smell. Feels fantastic on and fits great! Friendly, helpful, and quick to respond the shop owner is one of the best! Could not be happier with my purchase and free gift! Thank you!"
6317,A due poco stupendo sono felice del acquisto
6318,Love the quality and fit!
6319,Exactly what I wanted & fast shipping! My daughter loved her swim suit for her Spa Party Theme! #Little Miss Spa- Bella
6320,The girls were so cute in their swimsuits.  They were perfect for the occasion.
6321,My Baby love it went Great with her theme perfect Fit and comfortable for her 💕
6322,The swimsuits look so great!
6323,I loved the swimsuits for my little girls!!
6324,The girls swimsuits came very fast and are really cute!!
6325,I love the swimsuit! It's so cute and simple; the little one is so excited to go swimming in it too!
6326,Letters started to peel before wearing. Seller sent another one right away. Came out great.
6327,Perfect and fast shipping. I got a matching one for me also
6328,Super cute and very fast shipping!
6329,Very cute. Sizing runs a little small. I asked for measurements before purchasing but they had none available.  My daughter just turned 9 and the 10 barely fits. She is averaged size compared to her classmates.
6330,"Fast shipping, lookin exactly like on photos. Awesome."
6331,Great quality and Fast shipping I will be ordering again!
6332,Good quality and fast shipment!
6333,EVERY other seller worked with me to ensure I received my merchandise for my first born’s First birthday... This seller could care less. Took my money ... No merchandise ... Not willing to even try to suggest Possible resolutions.
6334,First wash and lettering came off very disappointed
6335,This fits amazing! I am a nursing mom with a larger then usual chest right now and have had such a struggle finding a bikini top that doesn't expose too much! I have spent over 100$ on some similar styles but the quality of this one is much better! I'm so happy with my purchase!
6336,"Wonderful....love this bandeau top! Fits perfectly, and appreciated the input on what size to get. I'll be back for more!"
6337,Thank you JoEllen! The measurements that you took from me and the finished product came out perfect! Wow... I am so impressed with the workmanship and the quality of this bikini. I do believe this is the best fitting swimsuit I've ever had! I will definitely be ordering more. The brown color is perfect! The product shipped very quickly and was delivered very quickly! ***** A+
6338,Had to exchange the bra but love the bottoms I received in exchange. Would purchase from this seller again. Excellent customer service!
6339,Fits great and is very well made. Exactly as shown in the photo :)
6340,Perfect! So comfy and exactly what I needed.
6341,Loved it! But unfortunately it didn't fit to sizing I picked :(
6342,I am at a lost for words this bathing suit came out better than my expectations my daughter is going to love it thank you so so much this made me so happy to receive today!
6343,They look amazing and delivered within a few days. Communication was on great and the girls loved loved loved there bathing suits. 😍
6344,My girls LOVED their custom suits!
6345,"Not much comment, hands down. Fast shipping right on time thank you!! Birthday crew was lit!!!"
6346,"I ordered 14 of these and boy the postal system had me so nervous but they arrive right as I was leaving for my daughter's 5th birthday trip. 
They're so cute and durable. They and their parents loved it!"
6347,"Love! Came out so cute and made my baby girl feel special during this weird pandemic time. 

My little one wears a 3T but a 2T would have fit a bit firmer to keep the straps in place. Besides that would absolutely recommend"
6348,The swimsuit is perfect !!!
6349,I have ordered from this vendor more than once and both times the seller was quick in responding. On a recent order I requested changes and there was no hesitation to get my order corrected right away. They only reason I gave 4 starts instead of 5 was the fit of them swimsuit was a little off but satisfied nonetheless!
6350,The letters are already peeling off and looks very cheap. Would not recommend
6351,"Top Artikel, sehr gute Qualität und Verarbeitung. Und ein ganz besonderer, extrem schneller Service und sehr netter individueller Kontakt."
6352,"It's definitely needed for the bikini sets , good quality and the beige color is very neutral.  Fits most of the colors of the swimming suits."
6353,Best shop ever! Shipping didn’t take very long to the states either!
6354,"Great, just as expected. Thank you!!"
6355,"Great communication from seller, item arrived in good time too. 
Love this swimsuit, exactly what I was looking for for the summer/ festival season! 
I was weary of the sizing though, I am 1.67m, curvy and usually a UK size 12/EU 40 (?) and the listing says it should fit up to size 42. That said, it does fit me very well although maybe a little tight in the length, but I think this can be adjusted by loosening the knots on the shoulders. I'm just not sure what the fit would be like for taller girls or girls with even more curves... Not saying it wouldn't fit - I am sure the fabric would also give a little after a few wears - I would just advise caution for those ladies towards size 42/ with longer torsos. But the weaving does make it fit around and hug all the curves, so very flattering overall! Thanks!"
6356,"This swimsuit is unique, yet functional and sexy without being sluty. My only concern is it has no nipple coverage so when your nipples harden, it's visible and since it's a one piece it gives you a wedgie."
6357,Stunning love each of my purchases well made quality product love how each one feel against my body these kaftans make me look sexy I wear them everywhere get lots of compliments great customer service thank you guys for making beautiful  kaftans
6358,"This is beautifyl and it fits nicely. (I'm a 1x size.)  It hits me (5' 4"") about 4 inches above my ankle bone."
6359,"Beautiful, well made, what more can you say, if you love caftans this is the place to buy, will definitely be buying again, thank you!"
6360,"This is much prettier in person. I did not realize it was beaded. And the fabric is very rich. I am impressed! Pretty fancy, for sure!!!"
6361,"This is beautiful.  I am almost 5'11"" and it came down to my ankles, which unusual for me.  Love it."
6362,Fun and colorful! Its a perfect lightweight swimsuit cover. Thank you for the prompt shipping!
6363,"It is exactly what I wanted! Beautiful, colorful and comfortable. It arrived before I expected, which was nice. The whole transaction was flawless. I would recommend this shop to anyone."
6364,Love it! Absolutely perfect. Thank you.
6365,Parfait merci ! Offert à une amie très satisfaite.
6366,"this is my favorite swimsuit ever, I've been wearing it as a bodysuit and it's so comfy and perfect!!!! took a while to get to me, but since it was coming from Europe that's expected."
6367,"This is the cutest swimsuit!!!! Love it so much. It arrived so quickly and in perfect condition, thank you!!!"
6368,Thanks again Marisol! Xx
6369,Very disappointed I can’t even figure out how to wear it since it’s in two pieces ! So I wasted all this money for something I can’t even wear !!!!😡.... I would not recommend this top to anyone!!! I give it zero stars!
6370,"Nice material, soft, but thin and definitely just for being decorative, doesn’t stay in place not thicker secure bathing suit material that can keep covered in water At all!"
6371,This bikini is my soooo beautiful! Out of the five I bought this has to be my favourite! Fits perfectly and looks gorgeous on! And they all arrived mega quick! Defo recommend this seller! Bikinis are worth every penny! <3
6372,Color choice was perfect thanks for your time great quality fast shipping and great communication
6373,Shipping was fast! Bikini is beautiful and fits perfectly!
6374,I love this bikini! Looks just like the picture. It didn't take long for me to recieve it. Also Ashley was really patient and was willing to work with me.
6375,Best bathing suit EVER! It's exactly what I wanted and the fit is so cute and secure. I can't wait to wear it this summer!! Thank you!!
6376,"This is a great bikini! The material is a little different than I expected it but I love it! Also, it is a little cheeky as you can see."
6377,So cute. Should've sized up in the bottoms but I make them work! Shop owner is extremely considerate
6378,Bikini was perfect! Seller has great customer service and works with you for sizing!
6379,Love my suit!! Fits perfect! Can’t wait to wear it to the beach.
6380,"Awsome customer service and swimsuit fits perfectly the showed mesurements.
Don't hesitate, take one! You will look awsome in it!"
6381,"The color (green) was darker than pictured and less holographic (it was a different kind of material than I thought). They don't give me as much support as I wanted, but they look cute with my Ariel top from hot topic."
6382,Thank you for getting my mermaid bottoms on time.
6383,"Shipped great, fit really cute"
6384,The cutest swim bottoms I own now! Cannot wait for summer to wear them.
6385,Mrs. Carolyn was great to work with. She patiently answered all my questions and custom made my swimsuit just as requested and it fit great. Highly recommend.
6386,"We bought suits for myself and all 4 of my daughters. The quality is superb. Bethanie was so patient with me getting measurements for everybody and figuring out which fabric choices we wanted to make.

I highly recommend this shop!

My daughters and I feel so comfortable wearing a modest suit. Last year, my girls wore modest suits I managed to sew (with the help of my midwife) for them. We got compliments everywhere we went. I was concerned my girls would feel out of place or embarrassed to have such different looking suits than everybody else, but they are so proud to be fully covered and not have to worry about being immodest!

So, this year, with these suits, which are professional quality, I know we are going to wear them with so much pride.

Thank you Bethanie! I am sure we will be back as we need to size up."
6387,"I love my custom swim suit. It's exactly what I wanted and fits perfectly! Bethany is wonderful to work with to create a comfortable, yet stylish swim suit."
6388,Bethanie is the sweetest! She is very accommodating with any custom orders and does whatever she can to please her customers. This was my 3rd order from her and I will definitely order again in the future. Highly recommend! :-)
6389,"Wow! The quality and fit exceeded my expectations!! I have the hardest time finding swimsuits that are modest and fit well, while not looking frumpy. I am very happy with this swimsuit, and I now know where I will shop for more in the future!! Thank you!!"
6390,"Great great bathing suit, it was a special made order it turned out super great , a++++  I will definitely be buying here again"
6391,"I am glad I could find this online option for buying a swim dress... I would definitely recommend this to anyone who is looking for a modest swimming dress as the name says.... 

Also, would suggest to give the measurements if they are looking for an exact fit... I haven't given measurements and asked for a medium size... The dress fit well apart from the length; I felt it would have been nice if its not that lengthier and that is my fault...

Overall I am happy with the purchase.

Thank you!"
6392,Great! Loved the choices of fabrics! FAST!
6393,Bethany is absolutely wonderful and the swimsuit fits great.
6394,Arrived very quickly and the suit looks and fits great!
6395,Comfortable fit.   Great service.  A real class act!
6396,"Absolutely amazing, gorgeous colours and lovely material. I ordered the neon green, the royal blue and the orange and they are true to colour, I cannot wait to wear them when I go on holiday! I am a small busted size 8-10 with a fairly large bum and they all fit perfectly. Fast delivery and great communication. I have recommended to all of my friends and I will be buying some more before I go away in June xxx"
6397,Loved it.  So very beautiful!!!!! Fast delivery time too.  Thank you!
6398,Love it! Thanks so much!!
6399,This is the best suit I've ever owned! And HunniBunni is fantastic to work with!!
6400,très joli et agréable à porter
6401,Bottom is a little small but it can be adjusted. I looked wonderful in it. Super fast shipping. Thank you
6402,"Got it , thank you"
6403,"Got it , thank you very much"
6404,Seems like decent quality and color is nice
6405,"I love my swimsuit bottom.  It fits amazing, looks fantastic, and for the same price as buying something in a store.  I needed a rush order completed over the weekend so I could receive it via mail by Tuesday and Christy totally made my rush order the same day.  I love the retro styles of her swimwear and the great quality of her sewing.  If you were an interested buyer like I was once, I am sure you will be just as elatedly happy with your purchase as I have been with mine."
6406,"The item shipped very fast and I realized that I ordered a medium instead of a small by accident. I let the seller know and she shipped me the right size with no questions asked. It was an extremely pleasant and easy experience, nevermind how much I LOVE the bathing suit bottoms! They are so flattering, and the open cross lace up sides give just the right amount of sexiness while still being classy!!!! I would recommend these to everyone :)"
6407,This is a great swimsuit bottom. Unique and high quality tailoring. I requested a custom piece and was done timely and to a T. Great customer service as well. Highly recommend.
6408,"Ships really fast! 

I was following the sizing chart, but It is possible that I should have got a size down. Luckily the ties on the side can be adjusted.

Can't wait to wear it during my upcoming vacation to Greece"
6409,"I don't have enough words to express how happy I am with this purchase! From getting quick responses to questions or concerns I had, getting sent a swatch of fabric to make sure it matched the item I'd be wearing with the bottoms, getting them very quickly, and absolutely loving them! I can't remember the last time I was this confident in a bathing suit or this excited about one. I can't wait to wear it!"
6410,This bathing suit bottom is awesome! Really sexy on a woman with curves. :) The owner was super accommodating and got it sent out to me asap so I would have it in time for my trip. Extremely happy with my purchase! Thanks!
6411,"I LOVE this, and it arrived super fast. Thanks. Looking forward to ordering more in the future."
6412,I've ordered two pair of these bottoms and each time the product is great! I love the quality of the fabric. Christy is very professional and has a great sense of customer service. I look forward to ordering again.
6413,super fast shipping!! really high quality item- completely in love with these. <3
6414,I really love this swimsuit bottom! Very good quaility and it was exactly what I was looking for. Such a great shopping experience with awesome customer service.  I highly recommend this seller. I will be shopping here again :)
6415,"Amazing! Seller is a wonderful person to work with for custom stuff, so many options! Stitching is done well and it's very flattering :)"
6416,These look super cute on! Thanks!
6417,"Love the quality of the material, the material isnt thin and doesn't look cheap.  Its extremely flattering and the lace up is super sexy yet family friendly."
6418,Very cute!(: arrived on time! Thumbs up!
6419,"fits great, shipped on time, sexy and comfortable. zero complaints."
6420,"We have orders 5 of these awesome masks. Best made, best price, best quality, best fitting! We love them and everyone always wants to know where we got them, so we send them to Etsy and this trusted sellers...⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ Star rating!!!"
6421,"I LOVE this mask!!
It’s patriotic, and I can BREATHE!! No one can tell it’s mesh!
I’ve gotten lots of comments on it.
It was delivered very fast!!
I love that I was able to do a customized size to fit me...because all the other masks I have are way too big!
This one fits perfect!!
I may have to order a few more!!"
6422,Wonderful material!!!! I can actually breathe!!!! Thank you so much
6423,My son LOVES this mask! It is all he wants to wear to school. Thank you for making these so he can breath! A+++
6424,"I ordered it with the largest vertical and horizontal sizes and it covers nicely, doesn’t fog my glasses, and it’s just enough to slide at work."
6425,Very good product! And fast shipping!
6426,"Way to Big , thought i ordered for avarage size head"
6427,The masks were exactly what I was hoping for.  Nice and breathable and not too obvious that they are mesh.
6428,Purchased 2 tops for a trip to Hawaii very soon.  They shipped very quickly and they are so cute on!  I highly recommend this seller!
6429,This is a beautiful top and very well done!
6430,Arrived quickly and exactly as described.
6431,this is the cutest bathing suit I've ever bought!! I am a size 6-8 bottom and a 34D top and got large and it fits perfect. I am going to order another one of a different color!!
6432,"I'm in love with this bikini set!! This style, and color were just what I was looking for. The seller was extremely helpful from the beginning when I had questions before purchasing, to when I needed to exchange for another size. Shipping was also rather quick. Thank you so much!!"
6433,Great quality bikinis . Seller takes care of customers
6434,"This is the best bathing suit I have ever owned. The design looks super expensive and the price is insane! This seller was also amazing, kind, and efficient. Arrived in less than a few days. Definitely recommend!"
6435,great especially for the price!
6436,Seller was super helpful!
6437,The material isn’t what I was expecting and smelled kinda weird...feels like foam and is way to thick. Shipped fast though
6438,Absolutely beautiful and very soft! Thank you so much 😍😄
6439,"Very cute, just runs a bit small. I'm 5'4"", 140#, 36C and a large was a bit snug."
6440,Great quality and looks amazing on my fiancé!  I would order again
6441,Very pretty! It's just like the picture
6442,"5'6"" 117lbs I ordered a M black bottom with the matching triangle bikini top 32D. ABSOLUTELY IN LOVE! Would 100% recommend this to everyone (nobody paid me to write this I swear lol) I follow a bunch of instagrams with cute bikinis and I love the minimalist style this is, sexy but classy! This bottom type is coming back into style and I've been searching for the perfect ones. The sizing fit so flattering I will attach photos once I hit the beach. The quality of material is great and you get what you pay for. The shipping was timely and ill eventually order in the white and lavender etc., I hope this recommendation doesn't result in matching bikinis with everyone this summer...but it would have been too selfish not to share how great this vendors product was. Purchased for my trips to Hawaii and California."
6443,"I love the high cut leg 80s style! I bought the large and it was a little big, so I just had it altered. I usually wear a US 6, 26"" waist 38"" hip. The medium may have been too small. The quality is great and I love the navy."
6444,"ABSOLUTELY AMAZING SELLER AND PIECES.  I was between the size M and L, and  JoEllen offered to make me a custom suit to fit my body. She took my measurements and asked a plethora of questions to ensure I receive the best fit. I'm heading to a vacation in a few days, which left her with only a week to get these to me. She finished them over the weekend and had them shipped out 2 day priority so that I could have them before I leave!

The suit fits amazing and is so so flattering. Can't wait to order more!"
6445,"Flatters the booty so well!! Perfect if you have an hourglass shape, really shows off a tiny waist with wide hips. Looked everywhere for bottoms like these, and I love them!!"
6446,Love it! Fits perfectly and came in time!
6447,"love this thong, fits perfectly"
6448,"Awesome fit, Great quality, reasonable prices and fast shipping. AWESOME!!"
6449,Awesome! Fits great!
6450,it fit perfect and my wife was very pleased thank you very much
6451,As described thank you 😊
6452,Great product.  Perfect fit.
6453,Very flattering. Will be ordering more 👍🏼
6454,the item was as expected
6455,"Product was NOT what I expected, even after messaging shop owner on sizing. Still had a problem when I received the product. Completely disappointed, was unable to wear on my vacation!"
6456,This bikini was everything I wanted and more.! The fit is perfect and the shipping was super fast! Will be ordering again!
6457,This as got to be my absolute favorite shop..always satisfied with every purchase
6458,AMAZING quality. very happy with my purchase.
6459,I'm waiting for this Love love
6460,Really great quality and fits amazing! I love the support it gives. They shipped it with lots of extra love. I am so happy with this purchase. I highly recommend this shop!
6461,Love love love my beautiful wings! Thank you xxx
6462,I love it! Soft silky yet the perfect weight. So delighted with this. I will definitely be back soon. Really perfection personified. Thank you.
6463,Finaly got it ! It is just perfect <3
6464,"Thank you very much for Your work. The scarf is very beautiful. The color of the scarf is slightly different from the photo. In real life there is a lot of green. In the photo the colors seem to be black and white. But it's not scary, because under my green eyes scarf fits perfectly. Thank you)))"
6465,Beautiful scarf! Nicely packaged. Came in less than 3 weeks to Washington state.
6466,"A beautiful and breezy shawl, it's pattern is distinct and easy to distinguish even from a distance. I absolutely love it!"
6467,"lovely material and clear print, fits the body really nicely & shipping was quite fast. x"
6468,Absolutely Beautiful
6469,Love it it cheers me everytime i see it
6470,I absolutely love it!  Amazing!
6471,"thrilled with my purchase :) a very beautiful scarf, soft and cushy :)"
6472,"Gorgeous material, beautiful design. Perfect as a summer cover-up and will go with nearly everything. I love it! Thank you!"
6473,This is absolutely lovely! Love it Love it Love it!!! Looking forward to the next one!
6474,"Absolutely beautiful. Loved the light, soft cotton fabric and the design is so unique."
6475,"Incredibly soft, delicate scarf, with beautiful design. Arrived in acceptable amount of time for international delivery. Design is distinct, but soft. This is a piece to be used as a decorative accent, not for warmth or everyday wear & tear. Absolutely lovely."
6476,"I don't received the silk cotton one but a cotton scarf. Roza found a good solution for me and even if it's not what I was expected I'm very happy. I'm very pleased with my shopping experience with Shovava, the answers was fast and Roza is very attentive. So I will tell you about the cotton one. The design are gorgeous and the quality very great. I think this scarf must be better in silk cotton or better, cotton is OK but it a bit more clear on the other side. But the effect is the same, very beautiful ^^ !"
6477,"Nicely detailed thin but warm wrap, looks very striking on. Paler colour than I was expecting from the dark black suggested by the photos, but to be fair the description did say the colour might vary  from batch to batch so overall pleased with my purchase. Shipped to the UK no problems in a smart custom envelope."
6478,"I love this top—so soft and actually FITS ME!!!
Thank you!"
6479,Beautiful!
6480,lovely piece of art to wear ..... I am taking 2 scarves and making a kimono styled top to wear !!
6481,Just stunning.  Even more beautiful in person!  Thank you!
6482,The scarf is very very thin and the real colours differs from the colours on the photo. but all in all it's a wonderful scarf and I like it a lot. It's very special.
6483,I love it. Beautifully designed!
6484,"Beautiful design, soft fabric and drapes well, makes a great gift!
Thank you."
6485,"Really beautiful feather print and high quality fabric.
I'm happy to own this work of art. Thank you, Roza!"
6486,"Very light, soft and beautiful :)"
6487,The scarf is beautiful and arrived in a timely fashion. I would certainly purchase from this shop again!
6488,I think this is magnificent! Nuff said.
6489,"This is such a beautiful scarf!  I wish I would have ordered a few more, and may do so.  I'm giving this one away as a gift, and I'm sure it will be received with delight."
6490,It's a beautiful piece but very thin fabric. And could have been a little longer in length..I still my order another one in blue..
6491,an amazing addition to my wardrobe !!
6492,Beautiful as advertised. Great material and value. Good communication and delivery.
6493,Not black but blue to much effort for me to communicate About it so i gabe it away to The wonen shelter
6494,"Beautiful piece, however it was a little smaller than pictured."
6495,Shipped so fast. Very happy :)
6496,"absolutely wonderful :) fast shipping, thank you so much!"
6497,"Fabulous, thanks. Speedy shipping too."
6498,"Narrower than expected (but that may be my fault, for not considering the measures provided). The colours seem darker than pictured."
6499,Everything went well! Thank you!
6500,"Lovely items and fast shipment, thanks"
6501,"The scarf and the print are stunning fabric is soft BUT described as BLACK may have some blue tinge WELL the scarf is Navy blue all over, this has been attributed to the silk printing dyes BUT black is black not navy blue! Very disappointed purchased to go over a black evening dress. Description should be changed to dark navy blue."
6502,"Great scarf and fast shipping, thank you !"
6503,"This item is a TOTAL scam. Please be aware. THIS IS NOT SILK/COTTON. I offered proof to the seller and she said she doesnt accept that HOWEVER anyone who knows fabric knows this is synthetic. All you need to do is burn one thread and you will see. I sent the item back but postage (both ways was NOT refunded). DO NOT BUY THIS thinking it is a silk/cotton blend. On the market stall it would fetch 5 Euro if that. Also, the item has a greenish tint. Not worth it. Buyer beware."
6504,"Love this bathing suit! I have 36DDD, went with an XL, bottoms a 7, also went with a XL. LOVE IT."
6505,They run a little right because of the metal band of rhinestones. Maybe order a size up!
6506,"I absolutely LOVE laloba!!! These suits are such great quality and the customer service is beyond amazing. You’re able to send in custom measurements so you know that it will fit! This top is super cute, comfortable, and provides support. I need 10 more!!!"
6507,"This is far and away my favorite swimsuit.  It functions well as I play in and out of the water, doesn’t fall off, sturdy beautiful material, and I get lots of compliments.  I gave my measurements for a custom fit and LaLoba was attentive to detail and delivered a beautiful suit that fits my own body!  Thank you so much!  I’m referring all my friends.  💛 Shipping was fast, especially considering she made it to order."
6508,"The most perfect swim suit! I was nervous I may be between sizes so I sent Jordan my measurements and the fit for both the top and bottom is spot on. Thank you for the speedy make and ship, but most importantly your wonderful craftsmanship, Jordan!"
6509,"I love this fit, perfect for floating season!!"
6510,"Shops like these are the reason why I love etsy. I contacted the seller a week before my birthday and asked if there was even the slightest chance she would be able to ship me a suit within the week. Not only was she able to ship the suit (WITHIN A DAY!!!!) but she also asked for my measurements in order to ensure a proper fit. This is by far my favorite pair of bathing suit bottoms I own now, they fit me perfectly and they actually cover my butt. I was able to wear the suit for my b day and feel beautiful and comfortable knowing that they were made for me and my body! Thank you so much!!"
6511,"I love the classic, feminine shape and the xs fits me perfect! They’re well made and feel high quality."
6512,"I love the fabric and the quality is obvious!
Jordan responded quickly to my initial questions and I received my trunks very timely."
6513,"Beautiful swim suit, stays on, looks cute, good for swimming and lounging and playing.  I love that I gave my measurements and now I have a suit which actually works for my body.  Shipping was fast and working with LaLoba was easy.  Thank you so much!  I take it with me everywhere.  💛"
6514,I want it in every color!! Thick fabric (not see-through). True to size with stretchy fabric! I bought a Large (I wear a 29 Madewell jean). Perfect amount of cheeky!! My order shipped the day after I ordered it. LaLoba responded right away when I was concerned about sizing.
6515,Wonderful shop!! Purchased a custom top and bottom and they fit perfect. Quality materials and great attention to detail. I love that this suit makes me feel comfortable and confident. Would purchase again in a heartbeat. It’s the kind of product you wanna tell all your friends about! Thank you for making such lovely swimwear.
6516,Ordered these and the Sun top and sent my measurements. I'm happy with both but ESPECIALLY these bottoms - I wanted something truly high waisted which is hard for me to find as a tall person. They fit like a glove and I feel super comfortable in them!
6517,Heavenly. Divine. Fits like a dream!
6518,Super flattering. Perfectly made. In love.
6519,"Great suit! The color is a little different then in the photos, it's not as dark, more of a mellow mauve than maroon which isn't as flattering for my skin tone. Fits well, I keep thinking I'm going to pop out of the top, but so far so good. Thanks!"
6520,Jordan was so helpful when navigating the custom suit process. These bottoms are a beautiful fabric and the perfect fit. Can't recommend enough!
6521,A flattering cut and fit. Customize measurements ensured for a seamless fit. Thanks again!
6522,Love this bathing suit! Very well made. Jordan was so easy to communicate with and went out of her way to have it ready for me in time for a vacation this summer. Highly recommend. Thanks!
6523,"WOW! The quality and fit of all three pieces that I purchased are wonderful. I've struggled with swimwear since my son was born. These are stylish, modest, and just perfect. Thank you!"
6524,"A gorgeous colour, beautifully crafted and comfortable. My new favourite swim suit!"
6525,The swimsuit is Beautiful and fits perfect!
6526,"I love the classic modern style of this top! I initially ordered it in small and the shoulders were a bit lose on me. When I reached out to exchange it, Jordan was super helpful and really wanted to make sure I got a great fit. It’s fits perfect now! Overall, very pleased with the top and experience."
6527,Heavenly. Divine. Fits like a dream!
6528,Customer Service was amazing.  Understood exactly what I wanted.  Love Love Love!!
6529,Love it! Feels supportive and I love the unique style.
